(32, 19040) RGBA
196:0 - Acacia Door Block - (0.6157402410505487, 0.3550548659830905, 0.22363734484619535)
197:0 - Dark Oak Door Block - (0.2594653688813655, 0.17192833968119622, 0.08066723092114544)
256:0 - Iron Shovel - (0.47139561707035754, 0.4359669357939254, 0.37114571318723566)
257:0 - Iron Pickaxe - (0.40389185977421277, 0.36861259655377304, 0.3040255496137849)
258:0 - Iron Axe - (0.450352262116968, 0.4166199813258637, 0.35502928444104914)
259:0 - Flint and Steel - (0.2826143790849673, 0.2826143790849673, 0.2826143790849673)
260:0 - Apple - (0.7200742852206963, 0.11048630906106936, 0.14198842532607756)
261:0 - Bow - (0.31488903253609135, 0.2575594340300223, 0.15304172951231776)
262:0 - Arrow - (0.4778554778554779, 0.44527629233511584, 0.38382010146716034)
263:0 - Coal - (0.0759117173439424, 0.0759117173439424, 0.0759117173439424)
263:1 - Charcoal - (0.1171936012092203, 0.1038082042238737, 0.08117731032455809)
264:0 - Diamond - (0.34442746795687973, 0.6759782700959172, 0.6191155249978779)
265:0 - Iron Ingot - (0.5306911953970778, 0.5306911953970778, 0.5306911953970778)
266:0 - Gold Ingot - (0.7077255660484697, 0.6528767019380286, 0.1741343345848978)
267:0 - Iron Sword - (0.4648382052207386, 0.45897991098279806, 0.4482497293395886)
268:0 - Wooden Sword - (0.3045952123180561, 0.22850956333453626, 0.086406832671719)
269:0 - Wooden Shovel - (0.3341983852364475, 0.25059592464436753, 0.09536716647443291)
270:0 - Wooden Pickaxe - (0.30696672608437314, 0.23000594177064765, 0.08801247771836007)
271:0 - Wooden Axe - (0.3232323232323232, 0.24250912486206605, 0.09262371615312792)
272:0 - Stone Sword - (0.3715144953686996, 0.3656562011307591, 0.35492601948754965)
273:0 - Stone Shovel - (0.37391387927720104, 0.3384851980007689, 0.27366397539407916)
274:0 - Stone Pickaxe - (0.3471628045157457, 0.311883541295306, 0.2472964943553179)
275:0 - Stone Axe - (0.36436635260164674, 0.3306340718105424, 0.2690433749257279)
276:0 - Diamond Sword - (0.11176470588235295, 0.42478046433297245, 0.3581619150727776)
277:0 - Diamond Shovel - (0.20674740484429066, 0.4103037293348712, 0.3035755478662053)
278:0 - Diamond Pickaxe - (0.1931521093285799, 0.3483660130718954, 0.2501485442661913)
279:0 - Diamond Axe - (0.19735166793990325, 0.3921229097699686, 0.29045072574484343)
280:0 - Stick - (0.2965686274509804, 0.22165032679738564, 0.08428649237472767)
281:0 - Bowl - (0.2620870265914585, 0.18023099650819233, 0.028793983346763363)
282:0 - Mushroom Stew - (0.4188750932899111, 0.29611235497659266, 0.17748829635660493)
283:0 - Golden Sword - (0.4654156140984001, 0.46576446529532056, 0.21152411884999398)
284:0 - Golden Shovel - (0.4479430988081507, 0.41662821991541715, 0.16945405613225684)
285:0 - Golden Pickaxe - (0.3872549019607843, 0.3546197266785502, 0.15340166369578134)
286:0 - Golden Axe - (0.433138103726339, 0.4032764620999915, 0.1683728036669213)
287:0 - String - (0.6029180695847363, 0.6029180695847363, 0.6029180695847363)
288:0 - Feather - (0.7922301630932748, 0.7922301630932748, 0.7922301630932748)
289:0 - Gunpowder - (0.31099744245524297, 0.31099744245524297, 0.31099744245524297)
290:0 - Wooden Hoe - (0.3107042817126851, 0.23265306122448978, 0.08885554221688675)
291:0 - Stone Hoe - (0.33939575830332136, 0.29187675070028013, 0.20488195278111246)
292:0 - Iron Hoe - (0.3846738695478191, 0.33715486194477795, 0.25016006402561025)
293:0 - Diamond Hoe - (0.2278311324529812, 0.3220488195278111, 0.21008403361344538)
294:0 - Golden Hoe - (0.37258903561424567, 0.32711084433773513, 0.13691476590636253)
295:0 - Wheat Seeds - (0.23605091159270725, 0.5236670106639147, 0.10718954248366012)
296:0 - Wheat - (0.4829905236036508, 0.4963884885802874, 0.14359579020917945)
297:0 - Bread - (0.41831603229527103, 0.3107574009996156, 0.09737793156478278)
298:0 - Leather Helmet - (0.44117008366864663, 0.20450916522960977, 0.11719997445232165)
299:0 - Leather Tunic - (0.5867908995659332, 0.2719952102978596, 0.15631641969765006)
300:0 - Leather Pants - (0.5022699169757993, 0.23264440911499734, 0.1333951598657481)
301:0 - Leather Boots - (0.4747289504036909, 0.2197923875432526, 0.12594002306805077)
302:0 - Chainmail Helmet - (0.30699909102713935, 0.30222049084534475, 0.3004285157771718)
303:0 - Chainmail Chestplate - (0.4275716440422323, 0.4275716440422323, 0.4275716440422323)
304:0 - Chainmail Leggings - (0.35101604278074866, 0.35101604278074866, 0.35101604278074866)
305:0 - Chainmail Boots - (0.32296918767507005, 0.32296918767507005, 0.32296918767507005)
306:0 - Iron Helmet - (0.3789952582340126, 0.369357939254133, 0.3657439446366782)
307:0 - Iron Chestplate - (0.5391144603156751, 0.5391144603156751, 0.5391144603156751)
308:0 - Iron Leggings - (0.4284778471207896, 0.4284778471207896, 0.4284778471207896)
309:0 - Iron Boots - (0.3944589045057551, 0.3944589045057551, 0.3944589045057551)
310:0 - Diamond Helmet - (0.17911059848776112, 0.39641163655004485, 0.3532103037293349)
311:0 - Diamond Chestplate - (0.17544333220860045, 0.5891950661717842, 0.5170247066321749)
312:0 - Diamond Leggings - (0.1703713539591909, 0.45346788828398177, 0.4040277962200681)
313:0 - Diamond Boots - (0.17210943374399906, 0.4099022499855399, 0.36833824975417895)
314:0 - Golden Helmet - (0.4497757272843778, 0.4123670383185954, 0.19255414584134306)
315:0 - Golden Chestplate - (0.6670865669403517, 0.6177857758782289, 0.22483410190079856)
316:0 - Golden Leggings - (0.5292081618200327, 0.47914840879918563, 0.195325985924844)
317:0 - Golden Boots - (0.48694545664873623, 0.43513216496037943, 0.18778414020475448)
318:0 - Flint - (0.21871701767126603, 0.21871701767126603, 0.21871701767126603)
319:0 - Raw Porkchop - (0.5889674324665488, 0.3410334090717832, 0.3410334090717832)
320:0 - Cooked Porkchop - (0.5028441079402057, 0.43862356823917686, 0.3019219569015725)
321:0 - Painting - (0.49772391368607743, 0.45616316878510194, 0.3840049922816698)
322:0 - Golden Apple - (0.6468614579310936, 0.5890075942849787, 0.2234521817479727)
322:1 - Enchanted Golden Apple - (0.6468614579310936, 0.5890075942849787, 0.2234521817479727)
323:0 - Sign - (0.44066839787738515, 0.3583982537352753, 0.20666139776448006)
324:0 - Oak Door - (0.5397953964194373, 0.4450383631713555, 0.26138107416879797)
325:0 - Bucket - (0.48929591796798555, 0.48929591796798555, 0.48929591796798555)
326:0 - Water Bucket - (0.42327589621707273, 0.46089126559714794, 0.5674153297682709)
327:0 - Lava Bucket - (0.5677181017334471, 0.5068160597572362, 0.44523200584581657)
328:0 - Minecart - (0.24531212831753152, 0.2518367485642437, 0.2623237163149489)
329:0 - Saddle - (0.5616485456741939, 0.2686925006969612, 0.12903075922312052)
330:0 - Iron Door - (0.7265899403239556, 0.7265899403239556, 0.7265899403239556)
331:0 - Redstone - (0.3478975405190978, 0.0, 0.0)
332:0 - Snowball - (0.7332433890987587, 0.7682946573124663, 0.7682946573124663)
333:0 - Boat - (0.27870007262164126, 0.20763979665940452, 0.07881626724763979)
334:0 - Leather - (0.5567006330091092, 0.2579589316041377, 0.14811641191909836)
335:0 - Milk Bucket - (0.6064270152505447, 0.6064270152505447, 0.6064270152505447)
336:0 - Brick - (0.45285067873303164, 0.22175716440422322, 0.15759426847662142)
337:0 - Clay - (0.42408963585434173, 0.4404524073780456, 0.5080598277046667)
338:0 - Sugar Canes - (0.4390338164251208, 0.5663313441318557, 0.29878942881500425)
339:0 - Paper - (0.7867931051513805, 0.7867931051513805, 0.7867931051513805)
340:0 - Book - (0.3439480569822657, 0.2843104952030236, 0.1699389475724392)
341:0 - Slimeball - (0.3958710840658103, 0.6052828487716926, 0.3615415821501014)
342:0 - Minecart with Chest - (0.3535058823529412, 0.30965333333333334, 0.22533647058823528)
343:0 - Minecart with Furnace - (0.24190745098039215, 0.24615529411764706, 0.25244862745098035)
344:0 - Egg - (0.6866374540786969, 0.633514805470721, 0.4779799052803966)
345:0 - Compass - (0.2678410020995694, 0.24438987936372372, 0.23478879755168855)
346:0 - Fishing Rod - (0.34238310708898945, 0.30149321266968326, 0.22656108597285068)
347:0 - Clock - (0.5459495798319327, 0.5631036414565826, 0.40424089635854343)
348:0 - Glowstone Dust - (0.584472401677434, 0.584472401677434, 0.0)
349:0 - Raw Fish - (0.3615601254051756, 0.4857643870556353, 0.48262925766512565)
349:1 - Raw Salmon - (0.49796441737457925, 0.2932093818453812, 0.27574931880108994)
349:2 - Clownfish - (0.7344757510847476, 0.42786840226286593, 0.24416982479266217)
349:3 - Pufferfish - (0.7054702791799732, 0.6708217437587995, 0.16919748635005666)
350:0 - Cooked Fish - (0.5138818717671118, 0.5089017201972814, 0.5210874533862625)
350:1 - Cooked Salmon - (0.555962324506842, 0.31698359101948936, 0.1729873822640839)
351:0 - Ink Sack - (0.1840359477124183, 0.16362745098039216, 0.18187908496732028)
351:1 - Rose Red - (0.6269403092932505, 0.12680059738883268, 0.12680059738883268)
351:2 - Cactus Green - (0.23188106011635426, 0.3349536737772032, 0.07531135531135531)
351:3 - Coco Beans - (0.38111546840958604, 0.230239651416122, 0.12806971677559914)
351:4 - Lapis Lazuli - (0.14392059553349876, 0.29117890332311586, 0.6498418722327641)
351:5 - Purple Dye - (0.5219421101774043, 0.241244942421413, 0.6775848117024587)
351:6 - Cyan Dye - (0.13018757638556777, 0.4050693448110952, 0.5191880546256443)
351:7 - Light Gray Dye - (0.5650238473767886, 0.5650238473767886, 0.6063593004769475)
351:8 - Gray Dye - (0.4215686274509804, 0.4215686274509804, 0.4215686274509804)
351:9 - Pink Dye - (0.7703454715219421, 0.48000000000000004, 0.6288453159041394)
351:10 - Lime Dye - (0.3761593526299409, 0.6360535325241208, 0.04390911920323685)
351:11 - Dandelion Yellow - (0.7318384779654437, 0.6360803727431567, 0.12861580275674628)
351:12 - Light Blue Dye - (0.39348871624121345, 0.5495252188925885, 0.7692440498211863)
351:13 - Magenta Dye - (0.6663803299097417, 0.31548085901027073, 0.6441332088390912)
351:14 - Orange Dye - (0.7775565610859728, 0.48558069381598795, 0.13920563097033686)
351:15 - Bone Meal - (0.6075807274582695, 0.6075807274582695, 0.659239011589766)
352:0 - Bone - (0.7750284629981025, 0.7712839974699558, 0.6970524984187223)
353:0 - Sugar - (0.7258744419958185, 0.7258744419958185, 0.7648414985590778)
354:0 - Cake - (0.6641979207790499, 0.5552256875904724, 0.5100671140939598)
355:0 - Bed - (0.4918173329938036, 0.18703845174433412, 0.16934046345811052)
356:0 - Redstone Repeater - (0.4240021008403361, 0.3134278711484594, 0.2757703081232493)
357:0 - Cookie - (0.7289224550579726, 0.44308761479275255, 0.20928270042194094)
358:0 - Map - (0.6757141435254305, 0.6757141435254305, 0.480501642281278)
359:0 - Shears - (0.42756423869186666, 0.37002902243930064, 0.3484957882069795)
360:0 - Melon - (0.610244492858872, 0.3574243524570322, 0.18363592350520455)
361:0 - Pumpkin Seeds - (0.7907280741754066, 0.7834929320565435, 0.5762273901808787)
362:0 - Melon Seeds - (0.2241877773007013, 0.18966652354372404, 0.09294403892944039)
363:0 - Raw Beef - (0.5358335473927562, 0.170262864971316, 0.14922510488911722)
364:0 - Steak - (0.3009645428610243, 0.17168862926232847, 0.12587963591903276)
365:0 - Raw Chicken - (0.70546955624355, 0.5377773477812178, 0.4949303405572755)
366:0 - Cooked Chicken - (0.5396078431372549, 0.351302972802024, 0.23369386464263125)
367:0 - Rotten Flesh - (0.4634870164281929, 0.2313195548489666, 0.12716481187069423)
368:0 - Ender Pearl - (0.07700835608505005, 0.344088690328452, 0.29957805907172996)
369:0 - Blaze Rod - (0.7688112745098039, 0.5293504901960784, 0.10285947712418302)
370:0 - Ghast Tear - (0.5171980242478671, 0.5772189791947313, 0.5772189791947313)
371:0 - Gold Nugget - (0.6623774509803921, 0.6280024509803922, 0.15674019607843137)
372:0 - Nether Wart - (0.46789785681714546, 0.11176470588235295, 0.1404012767897857)
373:0 - Potion - (0.7792345854004252, 0.7290337821875739, 0.7115520907158044)
374:0 - Glass Bottle - (0.7792345854004252, 0.7290337821875739, 0.7115520907158044)
375:0 - Spider Eye - (0.33087095303237574, 0.06582307341541267, 0.14263565891472868)
376:0 - Fermented Spider Eye - (0.4462510097672028, 0.16332525519571123, 0.2074025115664243)
377:0 - Blaze Powder - (0.7426664597237311, 0.43006880852604895, 0.0737544622070464)
378:0 - Magma Cream - (0.66924581153216, 0.5066434120818138, 0.22902595000264256)
379:0 - Brewing Stand - (0.4684654488576057, 0.4597620244679068, 0.38659292776939835)
380:0 - Cauldron - (0.24872210953346854, 0.24872210953346854, 0.24872210953346854)
381:0 - Eye of Ender - (0.3087244999009705, 0.4691126955832838, 0.37019211725094076)
382:0 - Glistering Melon - (0.7156914755292038, 0.425921880688615, 0.21341863005149012)
383:50 - Spawn Creeper - (0.021853999815888796, 0.28385344748227925, 0.018760931602688023)
383:51 - Spawn Skeleton - (0.40643021914648214, 0.40643021914648214, 0.40643021914648214)
383:52 - Spawn Spider - (0.2392446633825944, 0.09300685791558003, 0.082845552013909)
383:54 - Spawn Zombie - (0.10559874822747055, 0.4505011979854286, 0.4025720013691262)
383:55 - Spawn Slime - (0.2550985306403263, 0.45315248906580174, 0.2070765148164529)
383:56 - Spawn Ghast - (0.6076777112830244, 0.6076777112830244, 0.6076777112830244)
383:57 - Spawn Pigman - (0.4818274704422712, 0.360453461781735, 0.2966671532136428)
383:58 - Spawn Enderman - (0.03824420677361854, 0.03824420677361854, 0.03824420677361854)
383:59 - Spawn Cave Spider - (0.166492804018159, 0.13160436588428476, 0.15282526803824978)
383:60 - Spawn Silverfish - (0.23817623434916135, 0.23817623434916135, 0.23817623434916135)
383:61 - Spawn Blaze - (0.6636515912897822, 0.5353335303970834, 0.11166617400729136)
383:62 - Spawn Magma Cube - (0.3097847451939211, 0.21411381178388225, 0.0)
383:65 - Spawn Bat - (0.14518187322434914, 0.12113082762796329, 0.09702389269246892)
383:66 - Spawn Witch - (0.16346849419379403, 0.1374357509994289, 0.05280791928421854)
383:67 - Spawn Endermite - (0.13403361344537815, 0.13403361344537815, 0.13403361344537815)
383:68 - Spawn Guardian - (0.371625141284584, 0.3423264042459089, 0.2466656838173866)
383:90 - Spawn Pig - (0.6213025913883141, 0.3821558774263474, 0.37380037442112524)
383:91 - Spawn Sheep - (0.6371025603223746, 0.5727455894638558, 0.5727455894638558)
383:92 - Spawn Cow - (0.26286129266521424, 0.23759864439603, 0.20867586540789154)
383:93 - Spawn Chicken - (0.5114117647058823, 0.2900098039215686, 0.2900098039215686)
383:94 - Spawn Squid - (0.15843525529023492, 0.22458745874587457, 0.2718889536012425)
383:95 - Spawn Wolf - (0.56515799302177, 0.5306894687699641, 0.5088309007813652)
383:96 - Spawn Mooshroom - (0.44686323407168355, 0.1862305021759327, 0.188518898831353)
383:98 - Spawn Ocelot - (0.4993334306427285, 0.45388994307400377, 0.2676884153164988)
383:100 - Spawn Horse - (0.5520980392156862, 0.4835686274509804, 0.2246470588235294)
383:101 - Spawn Rabbit - (0.3745774171737661, 0.23292765382014874, 0.1570559258186033)
383:120 - Spawn Villager - (0.31911397975649114, 0.22864407608429907, 0.1907681775952276)
384:0 - Bottle o' Enchanting - (0.5611072664359862, 0.6262606689734717, 0.26013379469434833)
385:0 - Fire Charge - (0.22724122207022346, 0.15517555859553123, 0.07914272685818513)
386:0 - Book and Quill - (0.4918446359435494, 0.41425627575871116, 0.37100037467216185)
387:0 - Written Book - (0.37032396985416466, 0.22011679879938664, 0.1672571857361913)
388:0 - Emerald - (0.18108807071989466, 0.6567545963229416, 0.31250293882541025)
389:0 - Item Frame - (0.42969713707079077, 0.31711927337445145, 0.19118721040842002)
390:0 - Flower Pot - (0.4016237745098039, 0.21188725490196078, 0.16207107843137256)
391:0 - Carrot - (0.5931009440813362, 0.4703122730573711, 0.08368917937545389)
392:0 - Potato - (0.8244984040127679, 0.6305061559507523, 0.30526675786593704)
393:0 - Baked Potato - (0.7942778238055785, 0.5406241369787351, 0.2542281137807236)
394:0 - Poisonous Potato - (0.7592853357559239, 0.7070936482701189, 0.2853660383072148)
395:0 - Empty Map - (0.7867931051513805, 0.7867931051513805, 0.5622857707314665)
396:0 - Golden Carrot - (0.6260236956973603, 0.4778355158317744, 0.0943255040532114)
397:0 - Mob Head (Skeleton) - (0.486366319102892, 0.486366319102892, 0.486366319102892)
397:1 - Mob Head (Wither Skeleton) - (0.13933102652825838, 0.14295406744012482, 0.14295406744012482)
397:2 - Mob Head (Zombie) - (0.24981792717086834, 0.3696498599439776, 0.18915966386554622)
397:3 - Mob Head (Human) - (0.40897759103641457, 0.28449579831932775, 0.22046218487394958)
397:4 - Mob Head (Creeper) - (0.25865115276879985, 0.4454499748617396, 0.2353515765280471)
398:0 - Carrot on a Stick - (0.3636846405228758, 0.282380174291939, 0.15076252723311545)
399:0 - Nether Star - (0.6492621076699231, 0.7106214924132197, 0.6444952539319614)
400:0 - Pumpkin Pie - (0.8328333550715187, 0.5097952262945089, 0.26777096647971826)
401:0 - Firework Rocket - (0.6259103641456583, 0.36683006535947715, 0.32292250233426706)
402:0 - Firework Star - (0.36278659611992947, 0.36278659611992947, 0.36278659611992947)
403:0 - Enchanted Book - (0.4395994696811109, 0.3001814248831205, 0.1971111576303119)
404:0 - Redstone Comparator - (0.4144188473868635, 0.3074181763960337, 0.26267054350257213)
405:0 - Nether Brick - (0.21194500788821274, 0.10795582600856433, 0.12708286379685974)
406:0 - Nether Quartz - (0.70284048754637, 0.6528139904610493, 0.6119554848966614)
407:0 - Minecart with TNT - (0.3823655507218965, 0.2506273248849379, 0.20889603429796355)
408:0 - Minecart with Hopper - (0.22503288855478296, 0.2292739460001253, 0.23555722608532229)
409:0 - Prismarine Shard - (0.3992206346260902, 0.6232201397909322, 0.5566895527927259)
410:0 - Prismarine Crystals - (0.5523001508295625, 0.7019859225741578, 0.6560834590246355)
411:0 - Raw Rabbit - (0.8379610470653923, 0.667954149834138, 0.6086182546720531)
412:0 - Cooked Rabbit - (0.6682760206260058, 0.4321870791867836, 0.2866686373041679)
413:0 - Rabbit Stew - (0.43516940345042615, 0.2871475091803506, 0.14365689738793042)
414:0 - Rabbit's Foot - (0.6641498390400937, 0.5140571651546191, 0.341078919129841)
415:0 - Rabbit Hide - (0.6122078209815, 0.4720172814888667, 0.3167275949927994)
416:0 - Armor Stand - (0.4202415112386418, 0.34461979913916785, 0.22659014825442372)
417:0 - Iron Horse Armor - (0.29538424065278285, 0.29538424065278285, 0.29538424065278285)
418:0 - Golden Horse Armor - (0.49560345877481427, 0.295469492144684, 0.04288150042625746)
419:0 - Diamond Horse Armor - (0.23562294483010596, 0.34675435391547926, 0.46241627085616854)
420:0 - Lead - (0.5569970453934999, 0.4165726564598442, 0.31732473811442385)
421:0 - Name Tag - (0.6200780552028965, 0.5607466967602389, 0.4528988573846805)
422:0 - Minecart with Command Block - (0.39517296349434083, 0.34243264785589034, 0.30299378287900525)
423:0 - Raw Mutton - (0.6863884536865594, 0.23710772444571046, 0.2115463134406305)
424:0 - Cooked Mutton - (0.4294948902254168, 0.25774778739425946, 0.19222531905530293)
425:0 - Banner - (0.5908743371562462, 0.5891355284252066, 0.5863485016648169)
427:0 - Spruce Door - (0.41924748277689455, 0.32792792792792796, 0.22536654301360182)
428:0 - Birch Door - (0.8193530119629079, 0.7856657464429816, 0.6204926736037375)
429:0 - Jungle Door - (0.6672549019607843, 0.48643648763853364, 0.35297527706734866)
430:0 - Acacia Door - (0.6157402410505487, 0.3550548659830905, 0.22363734484619535)
431:0 - Dark Oak Door - (0.2594653688813655, 0.17192833968119622, 0.08066723092114544)
2256:0 - 13 Disc - (0.266101623445077, 0.25985241408391313, 0.2252414083913135)
2257:0 - Cat Disc - (0.20608053974277882, 0.2571874341134303, 0.18438119333755007)
2258:0 - Blocks Disc - (0.2581587141294286, 0.21155432129933519, 0.20334932256164268)
2259:0 - Chirp Disc - (0.24127345561880667, 0.18438119333755007, 0.1852751423149905)
2260:0 - Far Disc - (0.21968374446552813, 0.266101623445077, 0.20259751212312882)
2261:0 - Mall Disc - (0.2288931056293485, 0.21496942863166774, 0.266101623445077)
2262:0 - Mellohi Disc - (0.2511659287370862, 0.2166392578536791, 0.266101623445077)
2263:0 - Stal Disc - (0.1839855255406884, 0.1839855255406884, 0.1839855255406884)
2264:0 - Strad Disc - (0.26767651266515186, 0.26767651266515186, 0.26767651266515186)
2265:0 - Ward Disc - (0.20713472485768503, 0.23325321526460047, 0.19832173729706937)
2266:0 - 11 Disc - (0.16672394800616874, 0.16672394800616874, 0.16672394800616874)
2267:0 - Wait Disc - (0.21791386100876636, 0.23106763223647991, 0.250353618769322)
